frame,x,y,photons,sx,sy,bg,lpx,lpy,ellipticity,net_gradient,dx,dy,x_corrected,y_corrected,spot,group,x_group,y_group
3,132.2475,199.15367,9372.375,2.2167656,2.1751125,8.395661,0.03174756,0.031127099,0.018790059,10175.784,-0.308958053588867,-0.450010359287262,132.556458053589,199.603680359287,17,,,
3,135.28712,236.06827,5514.245,2.139712,1.9803189,33.365116,0.045850046,0.04163591,0.07449282,5232.4395,-0.308958053588867,-0.450010359287262,135.596078053589,236.518280359287,18,,,
3,147.08345,53.1592,5689.3574,2.3235147,2.5676265,31.350979,0.049442522,0.056311827,0.09507293,3893.8833,-0.308958053588867,-0.450010359287262,147.392408053589,53.6092103592873,19,,,
3,152.94612,260.69727,7563.055,1.9935524,2.1197166,31.558298,0.03438129,0.03696197,0.05951937,8884.202,-0.308958053588867,-0.450010359287262,153.255078053589,261.147280359287,20,,,
3,157.2033,171.30772,7960.1245,1.983568,1.9945793,40.502087,0.034009915,0.034236576,0.0055206437,9180.245,-0.308958053588867,-0.450010359287262,157.512258053589,171.757730359287,21,,,
3,176.41695,240.1877,8046.0337,2.137896,2.1499171,21.247173,0.034741133,0.03496161,0.0055914083,9403.498,-0.308958053588867,-0.450010359287262,176.725908053589,240.637710359287,22,,,
3,190.96713,181.53856,12880.761,2.2580407,2.2738223,1.0343477,0.026822165,0.027007712,0.006940578,12435.46,-0.308958053588867,-0.450010359287262,191.276088053589,181.988570359287,23,3984,191.276088053589,181.988570359287
3,193.7415,175.51909,6560.6406,1.7996893,1.941029,96.51465,0.039016012,0.043350313,0.07281687,10554.481,-0.308958053588867,-0.450010359287262,194.050458053589,175.969100359287,24,,,
3,198.69897,98.140396,13397.944,2.40366,2.357072,-4.086161,0.02753243,0.0270197,0.019382086,10519.895,-0.308958053588867,-0.450010359287262,199.007928053589,98.5904063592873,25,,,
3,199.47733,162.80132,1836.088,1.3686465,1.5163574,64.831345,0.061192747,0.07106965,0.09741168,4782.9224,-0.308958053588867,-0.450010359287262,199.786288053589,163.251330359287,26,,,
3,221.77995,84.65852,16768.697,2.4959726,2.4989126,-17.791758,0.02461566,0.024641274,0.0011764875,12438.592,-0.308958053588867,-0.450010359287262,222.088908053589,85.1085303592873,27,,,
3,223.06998,116.16185,10630.573,2.3159432,2.2408893,14.853007,0.0317633,0.030656021,0.0324075,9996.401,-0.308958053588867,-0.450010359287262,223.378938053589,116.611860359287,28,,,
3,228.96133,91.81067,10947.045,2.1064677,2.2950268,37.466644,0.02991152,0.03307344,0.08215985,11457.388,-0.308958053588867,-0.450010359287262,229.270288053589,92.2606803592873,29,,,
3,229.17807,67.94722,9820.987,2.1607714,2.0010026,45.18674,0.033558328,0.030603798,0.07394064,10765.134,-0.308958053588867,-0.450010359287262,229.487028053589,68.3972303592873,30,,,
3,248.61166,78.43731,21519.27,2.1399431,2.2096417,29.20886,0.020485722,0.021197572,0.03154293,23716.752,-0.308958053588867,-0.450010359287262,248.920618053589,78.8873203592873,31,,,
3,249.2437,129.73697,9069.499,2.0913198,2.0638208,28.495754,0.032351084,0.031865988,0.013149094,10534.953,-0.308958053588867,-0.450010359287262,249.552658053589,130.186980359287,32,,,
3,249.89148,65.76387,12895.403,2.3198924,2.396887,10.241572,0.028278574,0.029259069,0.032122772,11755.96,-0.308958053588867,-0.450010359287262,250.200438053589,66.2138803592873,33,,,
3,281.56897,79.606674,10616.418,2.1578467,2.200428,10.597177,0.02909918,0.029699786,0.01935138,11126.307,-0.308958053588867,-0.450010359287262,281.877928053589,80.0566843592873,34,,,
