domain,frame,mean_background_intensity
8,236,216.841812275505
8,237,216.578053082118
8,238,216.70380162927
8,239,216.523350217593
8,240,216.453177709772
8,241,216.446492888971
8,242,216.251609136478
8,243,216.762040827931
8,244,216.671271268423
8,245,216.742195596315
8,246,216.329675334842
8,247,216.336924889627
8,248,215.369260457461
8,249,215.607858713384
8,250,215.0642408927
8,251,215.429082393017
8,252,214.87913827712
8,253,216.042265832065
8,254,216.108464196421
8,255,215.63650802575
8,256,216.034311728091
8,257,215.189994086006
8,258,214.944398234954
8,259,215.62401010952
8,260,215.411129218061
8,261,214.486696027804
8,262,215.185297614884
8,263,215.001218794654
8,264,214.803228285934
8,265,214.12028407815
8,266,214.019281896286
8,267,214.287154321505
8,268,213.969991570666
8,269,213.324045640231
8,270,213.921113071731
8,271,213.429114137776
8,272,213.849313342573
8,273,213.698649009602
8,274,214.445525999273
8,275,213.821674779819
8,276,213.841322267784
8,277,213.533195690951
8,278,214.102560505086
8,279,213.835962499298
8,280,214.773750121617
8,281,213.28270124923
8,282,213.414737519408
8,283,212.58520481117
8,284,213.599102176247
8,285,213.146835655297
8,286,214.14877858989
8,287,213.524583757833
8,288,213.788555098627
8,289,213.404013937282
8,290,213.479516463338
8,291,213.500069512026
8,292,213.296775358795
8,293,213.339959267939
8,294,212.511805555556
8,295,213.373486808428
8,296,212.379517148077
8,297,212.950682390721
8,298,212.476760661203
8,299,212.547469932938
8,300,211.650782351381
8,301,212.383032240133
8,302,213.132370303493
8,303,212.842042409009
8,304,212.055421049702
8,305,211.693179608279
8,306,211.364408431487
8,307,212.541517751603
8,308,212.417489225636
8,309,212.407074716245
8,310,211.96
8,311,212.467949786147
8,312,212.116101117186
8,313,211.471534550304
8,314,211.470136211058
8,315,211.711924160617
8,316,211.901165540071
8,317,211.773584380135
8,318,212.169161655954
8,319,211.165992690485
8,320,210.707533378813
8,321,211.032750124578
8,322,211.499910291621
8,323,211.416401560209
8,324,211.562612351005
8,325,210.872735582516
8,326,211.178225739735
8,327,211.419685690653
8,328,211.170712930632
8,329,211.36792906729
8,330,211.168337941375
8,331,209.989212007505
8,332,210.366737270652
8,333,210.144441069259
8,334,210.63842570901
8,335,210.094013560443
8,336,210.179367633508
8,337,210.360564620422
8,338,210.197295881802
8,339,210.301537530599
8,340,210.233783153679
8,341,209.892236097534
8,342,210.516536190084
8,343,209.869177676443
8,344,209.950722571092
8,345,209.938214789552
8,346,209.256884651945
8,347,210.120788667688
8,348,209.092505212334
8,349,210.242809464373
8,350,209.26981615842
8,351,209.153876576884
8,352,209.202702333834
8,353,208.849631765204
8,354,208.522278985903
8,355,208.787183198602
8,356,208.518100226423
8,357,208.408931817565
8,358,208.113242532074
8,359,208.393067595705
8,360,207.864683629014
8,361,208.472051973523
8,362,208.239308585694
8,363,207.569181060926
8,364,207.526523048413
8,365,207.510555216595
8,366,207.367409058173
8,367,207.274308622681
8,368,207.041400234007
8,369,207.566886009727
8,370,208.250882197856
8,371,206.814552969328
8,372,207.01741567683
8,373,207.126289079462
8,374,207.528960355768
8,375,206.875427621267
8,376,207.105357989569
8,377,207.158027675552
8,378,207.468577684074
8,379,207.260721108898
8,380,207.289412846269
8,381,206.907965824002
8,382,206.546538117322
8,383,206.373087853365
8,384,207.178849651204
8,385,207.027500850051
8,386,206.542887114793
8,387,207.077222750102
8,388,206.818181818182
8,389,206.805135046831
8,390,207.276218832422
8,391,207.368180021535
8,392,207.257375533622
8,393,207.078438828306
8,394,207.081575188737
8,395,207.565482879541
8,396,206.74994595471
8,397,207.129991745267
8,398,206.879840977932
8,399,206.993575988232
8,400,206.814565682267
8,401,207.41712375844
8,402,207.166327287438
8,403,206.842911773847
8,404,207.035840983562
8,405,206.876266760476
8,406,207.007621951219
8,407,206.518876886332
8,408,206.839391515382
8,409,206.709224190593
8,410,206.657069980734
8,411,207.108740043545
8,412,206.789608801956
8,413,207.635760962212
8,414,206.930910673485
8,415,206.907543472937
8,416,206.702491470824
8,417,206.733200509609
8,418,206.772570809053
8,419,206.171913622165
8,420,207.016268848468
8,421,207.025586093748
8,422,206.838871039896
8,423,206.882947703772
8,424,206.623990181666
8,425,206.814796331265
8,426,206.784474627429
8,427,206.061965523753
8,428,206.419902586045
8,429,206.608499825217
8,430,206.161352213155
8,431,206.233255451713
8,432,205.909083571006
8,433,205.977610130675
8,434,206.830139851701
8,435,206.103260357657
8,436,206.359746944027
8,437,205.943023928336
8,438,206.773255191608
8,439,206.211997850329
8,440,205.716173083916
8,441,206.386575129395
8,442,205.775003705251
8,443,206.375710531961
8,444,206.488102256284
8,445,206.078748073185
8,446,206.213358968498
8,447,206.157113097238
8,448,206.224631477568
8,449,205.705425940344
8,450,205.654192663511
8,451,206.480798318765
8,452,205.7365851041
8,453,205.576937562209
8,454,205.417003830903
8,455,205.376153918298
8,456,204.959481056689
8,457,205.385754216094
8,458,205.109149320661
8,459,205.623077437922
8,460,205.300433375244
8,461,205.84692719529
8,462,205.53241579138
8,463,205.932717784022
8,464,205.103265961719
8,465,205.359160019273
8,466,205.579176748974
8,467,205.467099203012
8,468,204.965381062665
8,469,205.277161714408
8,470,204.921728315815
8,471,205.746123539232
8,472,204.689816239945
8,473,205.014114542377
8,474,204.502762505029
8,475,204.5779351143
8,476,204.729654470728
8,477,204.772791192896
8,478,204.889983336917
8,479,204.866448418821
8,480,206.002263286825
8,481,205.000066876212
8,482,205.368202746419
8,483,205.58851905451
8,484,205.596103078139
8,485,205.312243254128
8,486,205.674196444123
8,487,205.664022965485
8,488,205.367981668587
8,489,205.181653905874
8,490,205.380316841726
8,491,205.265242765016
8,492,205.445684086905
8,493,205.52312759177
8,494,204.931803909517
8,495,205.581390399936
8,496,204.572871688256
8,497,204.378836898396
8,498,204.617940066415
8,499,204.535961825549
8,500,204.697728394403
8,501,204.739213155759
8,502,204.386416111682
8,503,205.378964031074
8,504,205.06612499498
8,505,205.494925787136
8,506,205.077883487901
8,507,204.6537988229
8,508,204.637288812026
8,509,205.298429874814
8,510,204.263486413982
8,511,204.783570966934
8,512,204.528483867544
8,513,204.899314165128
8,514,204.442798767506
8,515,204.280024817171
8,516,203.979303335489
8,517,204.177593931304
8,518,204.167332469113
8,519,204.7480763413
8,520,203.907061923584
8,521,203.64953566073
8,522,203.703211619241
8,523,203.320784200436
8,524,203.906518840049
8,525,203.31677442199
8,526,204.220205900029
8,527,203.739649316075
8,528,203.963560837102
8,529,203.941106906339
8,530,203.762212927156
8,531,203.909376643872
8,532,203.746729316381
8,533,204.124339875463
8,534,204.277349141047
8,535,203.985700943185
8,536,203.951867012385
8,537,203.886880689228
8,538,203.965490505289
8,539,204.24951715258
8,540,204.411941276707
8,541,203.916237402016
8,542,203.956840315758
8,543,203.421595289645
8,544,203.994254686966
8,545,203.99940926276
8,546,204.004614474463
8,547,204.582658096946
8,548,204.087283533418
8,549,203.912211229806
8,550,203.874798453169
8,551,204.24370904325
8,552,203.614876621322
8,553,204.027401587239
8,554,204.054901445466
8,555,204.99050034162
8,556,203.879027059737
8,557,204.204056731261
8,558,203.821762025449
8,559,204.780843515964
8,560,204.366015743463
8,561,203.929688221557
8,562,203.533604807464
8,563,203.873753059774
8,564,204.429177670043
8,565,203.929417188015
8,566,203.717833612802
8,567,204.073103502849
8,568,204.856806647558
8,569,205.164016153006
8,570,204.615398832942
8,571,205.207469644691
8,572,204.422677136161
8,573,205.230315611323
8,574,204.647360810793
8,575,204.728505887345
8,576,204.634123423459
8,577,205.132434796438
8,578,204.896443127084
8,579,204.853343927957
8,580,204.942354892206
8,581,204.960268235793
8,582,204.731955611669
8,583,205.151153677555
8,584,205.087657217076
8,585,204.944750572326
8,586,205.730213296877
8,587,204.862433721811
8,588,204.943914780293
8,589,204.753073101868
8,590,204.814506066318
8,591,204.544490738284
8,592,204.571605299564
8,593,204.509766663123
8,594,204.774521292178
8,595,204.417451951232
8,596,204.936075486743
8,597,204.818027891102
8,598,205.228920162743
8,599,205.272542816334
8,600,205.587453233565
8,601,205.255652637898
8,602,205.461180020562
8,603,204.123291522202
8,604,205.401787022118
8,605,204.628103363172
8,606,205.170991288595
8,607,204.947769140667
8,608,204.985905322279
8,609,205.332818841062
8,610,205.570825422536
8,611,205.303004930691
8,612,205.289586248251
8,613,205.761439650348
8,614,205.291933504109
8,615,205.922889707545
8,616,204.889405588349
8,617,205.271537156521
8,618,205.057915885347
8,619,205.202247340426
8,620,204.875636315051
8,621,205.566644000907
8,622,205.312267807029
8,623,205.569666848281
8,624,204.798333311146
8,625,204.548492225016
8,626,204.724042992535
8,627,204.009791840575
8,628,204.320711363757
8,629,204.292867841001
8,630,203.59144160317
8,631,204.962326950618
8,632,204.449790517607
8,633,205.476636993076
8,634,204.936808386721
8,635,204.802575617488
8,636,205.066460322687
8,637,204.246198044332
8,638,203.641826031679
8,639,204.138864305811
8,640,204.380289502879
8,641,204.090982350454
8,642,203.795421578711
8,643,203.691347611203
8,644,204.439978902954
8,645,203.506110531253
8,646,204.267068985919
8,647,203.807780832007
8,648,203.205188710337
8,649,203.561074854017
8,650,203.818408025699
8,651,204.746032372162
8,652,203.408629240753
8,653,203.870262314041
8,654,203.612300516234
8,655,203.355939977721
8,656,203.361759720379
8,657,202.975005234506
8,658,203.010177718625
8,659,202.729868055919
8,660,203.519701699165
8,661,202.916407210696
8,662,203.055475542055
8,663,203.423733029601
8,664,203.135558894623
8,665,202.932533361189
8,666,203.147075725518
8,667,202.440442309199
8,668,202.654735934581
8,669,202.977120048004
8,670,203.420081003397
8,671,203.367236299352
8,672,202.94309623431
8,673,203.177057878024
8,674,202.341502690389
8,675,202.856289611643
8,676,203.142428472648
8,677,203.044255997491
8,678,202.958287137882
8,679,203.090107826903
8,680,202.865052623362
8,681,202.381246746486
8,682,201.597563050506
8,683,202.786508505507
8,684,202.659607269307
8,685,203.036924765464
8,686,202.224111525623
8,687,202.896371837615
8,688,202.58251061502
8,689,202.664490147013
8,690,202.199616997994
8,691,202.248677663284
8,692,202.083148789829
8,693,201.994075350063
8,694,202.59857088837
8,695,202.220885836776
8,696,202.251259692452
8,697,202.809291400235
8,698,202.601936665794
8,699,202.692286530249
8,700,202.956070256202
8,701,202.754396302261
8,702,202.874385946527
8,703,202.662313995411
8,704,202.791845718478
8,705,202.909325272194
8,706,203.108226868491
8,707,203.16867390848
8,708,202.816899192279
8,709,202.689505444051
8,710,202.801083591331
8,711,202.540870432591
8,712,202.788869419672
8,713,202.321689150176
8,714,202.986040110106
8,715,202.774331075249
8,716,203.154170418804
8,717,202.567851869275
8,718,202.927694513228
8,719,202.414686712209
8,720,202.658903913106
8,721,202.259702039161
8,722,202.660965506461
8,723,202.742842242503
8,724,202.736805727625
8,725,201.927220853326
8,726,201.564817338265
8,727,201.208702889692
8,728,201.577674503135
8,729,201.844365749569
8,730,202.142140077821
8,731,202.489371623985
8,732,201.634845208654
8,733,201.78845755157
8,734,201.344292651343
8,735,201.272890693704
8,736,200.932380706065
8,737,201.451718388502
8,738,200.771263653776
8,739,200.971255985647
8,740,200.810189243541
8,741,200.825278570414
8,742,200.599202045243
8,743,201.633672179365
8,744,200.578980751557
8,745,200.798968340963
8,746,201.432142074107
8,747,201.177673361904
8,748,200.383310491066
8,749,200.904948858353
8,750,200.377486191427
8,751,201.220148675856
8,752,200.154523960258
8,753,200.365610079405
8,754,200.441280636469
8,755,200.144172961307
8,756,200.647902160787
8,757,200.413710123666
8,758,200.136688608639
8,759,200.156325305086
8,760,200.763641988836
8,761,200.528794399126
8,762,200.528410406856
8,763,200.427647763424
8,764,200.214041337246
8,765,199.614159087702
8,766,200.238586042691
8,767,199.300011574521
8,768,199.954912508184
8,769,199.674411428131
8,770,199.833779367489
8,771,199.388973256802
8,772,199.927550994095
8,773,199.869575328484
8,774,200.500250903897
8,775,199.946869681811
8,776,200.612417165283
8,777,200.425667483555
8,778,200.789140701196
8,779,199.990271846414
8,780,200.365728736104
8,781,200.443745435443
8,782,200.140317142894
8,783,199.720317806113
8,784,199.958464321918
8,785,199.89763161282
8,786,199.835943431432
8,787,200.447584578264
8,788,200.207086148866
8,789,200.347473607245
8,790,200.23617716813
8,791,200.493621990658
8,792,200.329017644561
8,793,200.084376002567
8,794,200.360921370243
8,795,200.637668897264
8,796,200.840612869225
8,797,200.714390403826
8,798,200.269779173315
8,799,200.699473799323
8,800,201.036782231155
8,801,200.583889853954
8,802,200.328242007953
8,803,200.821125904074
8,804,200.805679733326
8,805,200.669693235618
8,806,200.539542352469
8,807,200.779884626329
8,808,200.451955169413
8,809,200.209254385396
8,810,201.17706187904
8,811,201.24629480624
8,812,201.388512108928
8,813,200.373868888744
8,814,200.737867618328
8,815,200.958823300113
8,816,200.961643231464
8,817,200.705831937356
8,818,201.078219153283
8,819,200.727786251648
8,820,200.829332435128
8,821,200.485569068796
8,822,200.281791362886
8,823,200.387736044823
8,824,200.651665178167
8,825,200.373830564698
8,826,200.844014854496
8,827,200.276371171405
8,828,200.298665528745
8,829,200.249203338881
8,830,200.995305467067
8,831,200.184917702385
8,832,200.677866274874
8,833,200.354094177685
8,834,200.788970370275
8,835,200.642292541003
8,836,200.720679390198
8,837,200.387742992402
8,838,199.612944490387
8,839,200.365879731592
8,840,199.894641867419
8,841,200.393424226399
8,842,199.896923076923
8,843,200.454439810451
8,844,200.054885435192
8,845,200.547288841872
8,846,200.292667851348
8,847,199.916533710757
8,848,199.642299200806
8,849,199.801552192472
8,850,199.883108483916
8,851,200.184237408676
8,852,199.86588052352
8,853,200.234545266746
8,854,200.253299722061
8,855,200.52438581472
8,856,200.597227804935
8,857,200.789513864627
8,858,200.386878062693
8,859,200.373421892566
8,860,200.245360851405
8,861,200.619093165133
8,862,200.391802470417
8,863,200.61839850444
8,864,200.887738285255
8,865,200.665195550306
8,866,200.66887966805
8,867,200.399927441402
8,868,200.32451412283
8,869,200.274384874385
8,870,200.859415828008
8,871,200.123391085904
8,872,200.403124838326
8,873,199.902165051182
8,874,200.597338908462
8,875,199.940569178357
8,876,200.755149330587
8,877,200.286451646371
8,878,200.230447869635
8,879,200.284192243882
8,880,200.433194343727
8,881,200.283840306644
8,882,200.990837425691
8,883,200.224686333472
8,884,200.600852933575
8,885,200.646829861246
8,886,200.143064107207
8,887,200.147054635826
8,888,200.0705332401
8,889,200.57904747118
8,890,200.272069764132
8,891,200.611390284757
8,892,200.165584415584
8,893,199.890740143254
8,894,199.322665186295
8,895,199.610298939248
8,896,199.404957397366
8,897,199.555757435184
8,898,199.642708481456
8,899,199.837091536955
8,900,199.309275953814
8,901,199.79152943
8,902,199.493123949851
8,903,199.95388829313
8,904,199.802101892736
8,905,199.353160908398
8,906,199.020132412798
8,907,199.260302374697
8,908,199.437226258566
8,909,199.415970705384
8,910,199.558560298757
8,911,199.653080373784
8,912,199.621225959992
8,913,199.137558915188
8,914,199.316868880512
8,915,199.683029507184
8,916,200.046685641429
8,917,199.567174390086
8,918,199.067174228299
8,919,199.129337620911
8,920,199.795284638924
8,921,199.239195914938
8,922,199.832941267708
8,923,199.404434853399
8,924,199.670578503852
8,925,199.479577847332
8,926,200.440529088263
8,927,199.40070531188
8,928,200.118744830438
8,929,199.54992022622
8,930,199.844327415765
8,931,199.427447077981
8,932,199.694395615758
8,933,199.412719400586
8,934,199.742395339245
8,935,199.523712570191
8,936,199.67365931211
8,937,199.83943844213
8,938,199.71871800521
8,939,200.400015550689
8,940,200.450791965084
8,941,200.048863400457
8,942,200.36887720071
8,943,200.142610210023
8,944,200.284444617441
8,945,200.164236237696
8,946,199.971464180926
8,947,200.010228187223
8,948,199.92244022869
8,949,200.492861407471
8,950,200.259178593653
8,951,199.953756249594
8,952,199.832013684606
8,953,199.840331570304
8,954,199.348264248705
8,955,199.602570081351
8,956,199.799160904359
8,957,200.117480996102
8,958,200.045655815403
8,959,200.21464436235
8,960,199.544778157884
8,961,199.873710636195
8,962,200.029561314759
8,963,199.843539450066
8,964,199.995709721588
8,965,199.910870470637
8,966,199.764723471749
8,967,199.695038689122
8,968,199.254306872808
8,969,199.156461526492
8,970,199.329553000612
8,971,199.538711016553
8,972,199.62877398374
8,973,199.572696902339
8,974,199.630562258374
8,975,199.692642261689
8,976,199.712246955712
8,977,198.811633596086
8,978,199.301529676236
8,979,199.053681500169
8,980,199.376218449422
8,981,199.055833948387
8,982,199.533995465554
8,983,199.20373409135
8,984,199.413470751224
8,985,199.107097493325
8,986,199.895805403733
8,987,198.909485430874
8,988,199.499080096396
8,989,199.373555641722
8,990,199.487796382776
8,991,199.118822142478
8,992,199.677814303834
8,993,199.56677309686
8,994,199.796500944641
8,995,199.117796764225
8,996,199.628413814537
8,997,198.779786764897
8,998,199.436544944909
8,999,198.933284239629
8,1000,198.864979229559
8,1001,199.115785406067
8,1002,198.74468441535
8,1003,198.717102388113
8,1004,199.000475657886
8,1005,199.0433350065
8,1006,198.317694560184
8,1007,198.301841803395
8,1008,198.643481614811
8,1009,199.205522454994
8,1010,198.973551087487
8,1011,199.254890360749
8,1012,199.167419358989
8,1013,199.026357663484
8,1014,198.653244451295
8,1015,199.034560316685
8,1016,199.320123248289
8,1017,199.233562454948
8,1018,198.935907653547
8,1019,198.77503820421
8,1020,198.507662097644
8,1021,198.908055862193
8,1022,198.961770520424
8,1023,198.679821065892
8,1024,198.205952030324
8,1025,198.638975432862
8,1026,198.538833584973
8,1027,198.723830564317
8,1028,198.233642830688
8,1029,198.019926794307
8,1030,197.793036849443
8,1031,197.721525480239
8,1032,198.080305265183
8,1033,197.990890688259
8,1034,198.203241927217
8,1035,198.35832690825
8,1036,198.846092637037
8,1037,198.055910440471
8,1038,199.158293996495
8,1039,198.816137226727
8,1040,198.600492459218
8,1041,198.518610772292
8,1042,199.186968367464
8,1043,198.472863132443
8,1044,199.006331866558
8,1045,198.757018841232
8,1046,199.137804518223
8,1047,198.835418089067
8,1048,199.172337439977
8,1049,199.350175871011
8,1050,199.603751525663
8,1051,198.796337345671
8,1052,199.303367319387
8,1053,198.930761698619
8,1054,198.907582418999
8,1055,199.045205303128
8,1056,199.188353683775
8,1057,198.877511207576
8,1058,199.182882393984
8,1059,198.823158084588
8,1060,198.782988922718
8,1061,199.365568777264
8,1062,198.894966724817
8,1063,198.80206105386
8,1064,198.434376170125
8,1065,198.616235971743
8,1066,198.289446496371
8,1067,198.350511993993
8,1068,198.550838032176
8,1069,198.073035383199
8,1070,198.244349862223
8,1071,198.532541408733
8,1072,197.98753223311
8,1073,197.624895249146
8,1074,197.590844616377
8,1075,198.226315721699
8,1076,197.927586918927
8,1077,197.64166376834
8,1078,198.105741898806
8,1079,198.220800681651
8,1080,198.541306758116
8,1081,198.290836910148
8,1082,197.983937550637
8,1083,198.218737548361
8,1084,198.696901343095
8,1085,198.315382230604
8,1086,198.746505955684
8,1087,199.21729724161
8,1088,198.932744714731
8,1089,198.719096477399
8,1090,199.185278466625
8,1091,198.931037148711
8,1092,199.55200803989
8,1093,198.990937761473
8,1094,199.134742796627
8,1095,199.003827763529
8,1096,199.128949748095
8,1097,199.421049230332
8,1098,199.224007122397
8,1099,199.139830836277
8,1100,199.011994794955
8,1101,199.320329230849
8,1102,199.650428612125
8,1103,200.54978771437
8,1104,200.294626981059
8,1105,200.990895961211
8,1106,200.841252825315
8,1107,200.807407598463
8,1108,200.620979056985
8,1109,201.086507864937
8,1110,200.843269988502
8,1111,200.474816152754
8,1112,200.515455261764
8,1113,200.810589688175
8,1114,200.774853123067
8,1115,201.314372182872
8,1116,200.571746183576
8,1117,201.074057855284
8,1118,200.782411534437
8,1119,200.821219953476
8,1120,200.508148664704
8,1121,201.058808320298
8,1122,200.480870712401
8,1123,200.501596987795
8,1124,201.265733450741
8,1125,201.680173811531
8,1126,201.838298863666
8,1127,201.08652364738
8,1128,201.600837503565
8,1129,200.941794538361
8,1130,202.025319248339
8,1131,201.127248440519
8,1132,201.364787051927
8,1133,200.878307767919
8,1134,201.51073204669
8,1135,200.888184564538
8,1136,201.495505820542
8,1137,200.704923972824
8,1138,201.186669419142
8,1139,200.805616775574
8,1140,201.176071216923
8,1141,200.638294862727
8,1142,200.925572272833
8,1143,200.955482062346
8,1144,201.33690488485
8,1145,201.169900400983
8,1146,201.288299483515
8,1147,201.30156385639
8,1148,201.554547454797
8,1149,201.21512855385
8,1150,200.757792493339
8,1151,201.471465428277
8,1152,200.579977432785
8,1153,201.099810266273
8,1154,201.04501282749
8,1155,202.061471480032
8,1156,201.083543612289
8,1157,202.144125461733
8,1158,201.901230709123
8,1159,202.355525185474
8,1160,202.01752784371
8,1161,202.40262177165
8,1162,201.911746717504
8,1163,202.121272857422
8,1164,201.605883653484
8,1165,202.366605934409
8,1166,201.936315459719
8,1167,202.14847809948
8,1168,202.192101827676
8,1169,202.229691548507
8,1170,201.678233109649
8,1171,201.940624715418
8,1172,201.787444144813
8,1173,202.130572504219
8,1174,202.240854927672
8,1175,201.967814896659
8,1176,201.532689101896
8,1177,201.45156798959
8,1178,201.420404127145
8,1179,201.118139826196
8,1180,201.439119238373
8,1181,201.851248288899
8,1182,201.863302034429
8,1183,201.467925854573
8,1184,201.551374630808
8,1185,201.253960627467
8,1186,201.510857678488
8,1187,201.230913642053
8,1188,201.567510685565
8,1189,200.815142857143
8,1190,201.293186448155
8,1191,200.775548654513
8,1192,201.329633524166
8,1193,201.222272744989
8,1194,200.790680568818
8,1195,200.094692259869
8,1196,201.912318784402
8,1197,201.926821397222
8,1198,202.459585958596
8,1199,201.946722847652
8,1200,202.262145958239
8,1201,202.106497938291
8,1202,202.375502911423
8,1203,201.823654946326
8,1204,202.695736209363
8,1205,201.79746868139
8,1206,202.336005464551
8,1207,201.972627690082
8,1208,202.248390218724
8,1209,202.682961721871
8,1210,201.93067427627
8,1211,202.098360233406
8,1212,201.753868409496
8,1213,201.351357629568
8,1214,201.810676285408
8,1215,201.656384255138
8,1216,200.904157222337
8,1217,201.176833341898
8,1218,200.920595533499
8,1219,201.220421727873
8,1220,200.188452934975
8,1221,199.720115113113
8,1222,199.634983891211
8,1223,199.835700347622
8,1224,199.232930998757
8,1225,199.572099826546
8,1226,198.658161812298
8,1227,199.106602858436
8,1228,198.463156262919
8,1229,198.417917399855
8,1230,198.707029179433
8,1231,199.23860693941
8,1232,198.8187197974
8,1233,199.113830378014
8,1234,198.703471702012
8,1235,198.528285769753
8,1236,197.93416112075
8,1237,198.400240074346
8,1238,198.280444329631
8,1239,198.575498059508
8,1240,198.05976172921
8,1241,198.018312791795
8,1242,197.264666443178
8,1243,198.011553655851
8,1244,198.26132566633
8,1245,198.049474815765
8,1246,198.616562508104
8,1247,198.182099126122
